2025-06-15T11:12:11.719Z, vk7ww, 40m, SSB, 59011, 59023, "sdfsdffsd", 0
2025-06-15T11:12:34.606Z, vk7wrr, 40m, SSB, 59011, 59023, "hello", 0
2025-06-15T11:12:34.608Z, vk7wrr, 40m, SSB, 59011, 59023, "hello", 0
2025-06-15T11:23:10.932Z, vk7wrr, 40m, SSB, 59011, 59034, "", 0
2025-06-15T11:23:10.933Z, vk7wrr, 40m, SSB, 59011, 59034, "", 0
2025-06-15T11:24:14.446Z, vk7wrr, 40m, SSB, 59011, 59003, "", 0
2025-06-15T11:24:14.447Z, vk7wrr, 40m, SSB, 59011, 59003, "", 0
2025-06-15T11:24:29.451Z, vk7wrr, 40m, SSB, 59011, 59003, "", 0
2025-06-15T11:24:29.452Z, vk7wrr, 40m, SSB, 59011, 59003, "", 0
2025-06-15T11:24:44.561Z, vk7wrr, 40m, SSB, 59011, 59003, "", 0
2025-06-15T11:24:44.562Z, vk7wrr, 40m, SSB, 59011, 59003, "", 0
2025-06-15T13:15:00.119Z, vk6ww, 40m, SSB, 59011, 59045, "", 0
2025-06-15T13:15:00.118Z, vk6ww, 40m, SSB, 59011, 59045, "", 0
